Metabolite (mM),1,2,4,8,16,StDEV,1,2,4,8,16
3PG,4.54092203534872,5.59195000562043,4.63131597705142,6.89454670300046,0.779369552058577,,0.332755077789068,0.47006533562422,0.408647379936678,1.15878453838205,0.01121701444745
6PG,0.038238043263381,0.028988201696395,0.01694680712003,0.011285083785361,0.002488531927835,,0.017513214774014,0.006413368670849,0.009254540126716,0.008368293929646,0.001776278773145
ACA,1.68955161480154,4.15907614657375,11.5193276334501,1.56894844245362,9.10989855293738,,1.25454776401789,2.2582201451857,16.4418870637075,0.948253981099083,8.88217774206589
Acetate1,2.15010106020384,2.22248498826647,2.0956245548879,2.25701655105783,2.13132909999526,,0.41045591894334,0.173386716622722,0.310739225078989,0.213788513056703,0.295129699304802
ADP,0.664796477431775,0.878333155690847,1.05809665903298,2.03818208541568,1.71328481074194,,0.129003101886686,0.076463185126884,0.072745469520805,0.344838369305503,0.150222846127109
aKG,0.787076192446268,0.469263504215358,0.962332822585074,1.84735259814924,0.095391954346037,,0.427788849764831,0.169693754234829,0.446629811062898,0.523183100569321,0.029150568179059
AMP,0.03809468323049,0.093157861291343,0.135955766449345,0.420723086151473,1.24986582228989,,0.008011769976004,0.020964527302325,0.042767368229768,0.067710707205779,0.016670165085907
ATP,2.40116890613048,1.81070393379624,1.48538677178537,2.41698621637427,0.455284527886923,,0.523760521285313,0.119409050531311,0.087222277086391,0.305209788838784,0.033800585002856
CDP,0.105799634335139,0.124595826841389,0.152418532632325,0.286004539719856,0.200031555146406,,0.02252160124414,0.019200013160507,0.016537894704001,0.051520767673706,0.018547924143601
CIT,0.017012587795312,0.018902230348779,0.028424059139785,0.018516958767703,0.036144630541872,,0.023219414929454,0.025667505133997,0.03560787580737,0.009699862209579,0.021084583231886
CMP,0.105268169559825,0.112320708607979,0.11298750627246,0.19038514172891,0.297407156086649,,0.031835729939719,0.03194409091118,0.02886382148103,0.051426101130674,0.055591821303217
CTP,1.08334690168377,0.807409450979342,0.630239170894966,0.978739581187904,0.087243442501644,,0.148244603069279,0.06520000144411,0.136795027671548,0.087245823120289,0.021979356244512
E4P,0.268757941323435,0.509584605495742,0.247002547121752,0.174405816259088,0.492493233082707,,0.245046184225442,0.757589964814524,0.220816088788289,0.237083613632727,0.775396409172328
F16P,0.638644933780962,0.492716906753504,0.584708750558968,0.226077601596841,0.032748907703392,,0.099155565757724,0.13769182896258,0.022243649637173,0.05690920645939,0.002215848027718
F6P,0.806775394162432,1.10106500730944,1.07857301282578,1.17463377618155,0.690323191005045,,0.08992119960644,0.146003246176302,0.059583569150278,0.348405407054412,0.067524511114067
FAD,3.21280240073869,3.09373271293783,3.04221716114736,2.61029758011772,3.27753794829024,,0.928833466809475,0.545262923441063,0.813486203091455,0.26507672745026,0.684427198882382
FUM,3.03203624826147,2.56271188423885,2.47931511311145,6.91030493423808,2.30588182471264,,1.34361714946173,0.232547517094803,1.38595438779013,0.897719832215885,0.628638406887737
G6P,0.024436967059171,0.034340091790489,0.015925517758813,0.001815654671171,0.001355996218344,,0.016388031465374,0.006469562978436,0.006882874922825,0.000788868877491,0.000620090193981
GAP,2.55304945075034,1.96959476894753,2.71556439678644,5.78764797843666,1.97898130808704,,1.0941179560061,0.166052250532785,1.20723873211871,0.525117391807271,0.285184018508559
GDP,0.068861778872645,0.082001241576628,0.068306681026694,0.104821128190878,0.027087300633809,,0.008513612692622,0.020741778660312,0.022588862552226,0.035157077477559,0.010222445178389
GLC,0.02467618332189,0.02600446167655,0.029733351865043,0.02133486843488,0.023091762846772,,0.03579385267143,0.036795938801672,0.032126039956105,0.032650825826348,0.037327497447399
Gly3P,2.3295503902233,1.98440560802259,1.99870629810528,2.39382655077045,1.9709766052912,,0.758621379131716,0.412978393372535,0.546711645231345,0.24287397190508,0.456130752579397
GMP,0.008725618530965,0.015676997522703,0.013183271682309,0.030937261521997,0.064450732796937,,0.002905162930931,0.010431370875476,0.006427035044536,0.014016410983306,0.004543005148763
GTP,0.545736428638486,0.417825229376782,0.190236210947777,0.288578869338252,0.015361670208776,,0.142840825367288,0.045978733710655,0.072294813069898,0.061635781028702,0.019330107332515
ICIT,4.90158894645941,0.11079809898394,0.097476952935468,1.84502039192281,3.23859739915074,,8.48980109308571,0.032283410971227,0.081750631780038,3.18740510869764,5.5887908868574
LAC,1.32514367104331,0.236732767163336,0.223233579026118,0.028874940753901,0.011782181744627,,0.666487587439687,0.087310197353394,0.118363190401383,0.003918772515525,0.004333921910934
MAL,2.63831251740298,2.19067276922547,3.0474535486875,7.02664215693314,2.68562587713188,,1.27383183528069,0.141179292191473,1.39319394647396,0.660443128560294,0.263296391042218
NAD,2.46632038639565,1.78554364669421,1.73630006852302,2.35000672231248,1.44653448416253,,0.105785765088496,0.635014252939021,0.947988542245741,0.104010734795406,0.966921296087528
NADH,1.58198788866892,1.17049378748929,0.896294042594956,1.02626794258373,0.815547201336675,,0.754749481264086,1.24259146823767,0.975203560505088,0.851071385997409,0.859777067502569
NADP,1.47113450631575,1.54565554786621,1.56930655735219,1.18548628908465,1.72850791067805,,0.928006467804312,0.802170847959996,0.796636170006333,0.079364440672755,0.662788914936357
NADPH,0.920487272727273,0.662763605442177,0.162727098505174,1.03825987406983,1.99951352994831,,0.458970037459909,1.1411535393549,0.217273795691098,1.79831885334902,1.45951340882078
OAA,0.003079621471692,0.000914659919067,0.000912425045054,0.001520040542823,0.005857747788068,,0.002036439397585,0.00158423745147,0.00058914699512,0.000391261616535,0.005183570148055
PEP,1.88712436601827,2.61564048682861,2.16514234886813,3.13074179598795,0.327994152944919,,0.144261345133876,0.459814739036586,0.156812183415813,0.9469900448233,0.008068172349985
PYR,2.3200357018014,1.83667763274957,2.44484348997706,5.4907962964488,1.73758673635212,,1.09451156546046,0.173298182569679,1.17538771269145,0.488321650645982,0.239501694646117
RSP,0.034062532266145,0.046690988286929,0.034374774306061,0.042938002062724,0.01548306082007,,0.016471826855824,0.004801102870555,0.013184542037275,0.007076529226718,0.005737039077107
RL5P,0.014721808951268,0.011213178309191,0.013424289578264,0.00670755794906,0.008748205962356,,0.00161219640816,0.002167846648936,0.012260959261365,0.004655734130544,0.001598406062871
S7P,0.001616882541971,0.001382931956423,0.004337985485386,0.000680541304259,0.000971499321293,,0.000317271169056,0.00107095478688,0.003292186883447,0.000576684891147,0.000328225583437
SUCC,8.67624788894961,7.70517974325076,10.4291246731335,17.1922149626082,10.3700242731001,,1.42282851995253,1.003897054913,3.6244001229434,3.27166570781775,1.70390050303244
UDP,0.059684055198659,0.113511362815005,0.176217987776303,0.3255775175247,0.15845626064201,,0.009970249386913,0.021170506006924,0.042571646215231,0.043579285418552,0.01751902355278
UMP,0.043301104826211,0.048267398912078,0.064582503548495,0.101310771818281,0.196147767086531,,0.009479467846446,0.006865310855975,0.020311227929431,0.024906903348014,0.00666539346938
UTP,0.820798306397283,0.469105317148882,0.521966494783928,0.755275296477454,0.048581370523788,,0.610564490536822,0.022932271212095,0.099775957619835,0.205672261680775,0.023025592561311
