-0.5986450555475642,-0.2386713343482061,0.16389851503517683,0.0263322869560767,-0.07622709445924691
-0.40160880010706723,-0.26642890684593357,-0.05935276828698266,-0.01056537174748129,-0.0019333323016068604
-0.0026165339182759872,-0.02169577546378698,0.056857609729915604,0.05791042251553913,-0.031347926344499344
0.04992055473775209,0.010784544301181698,-0.022072021498367733,-0.0027740050039984365,0.002872917365338845
-0.2728329276250552,-0.16127812168433286,-0.015527628274278338,-0.02059499722998348,-0.03482708490731845
-10.34054436213978,-6.98951175913578,-2.4801005306386514,-1.3293000870501004,-0.61788950554309
-0.23430333727144648,-0.21645177109462788,-0.12572855099025615,-0.04717783322628066,-0.032833331674586574
-0.11760511850473776,-0.10880571239252346,-0.05380990583474521,-0.012823270706596723,-0.01269166659341181
-0.19285951050861394,-0.13708169028072703,-0.027140863739039123,-0.005436931043167892,-0.022108335157999814
-0.21606669486501362,-0.15593619844593842,-0.034097705738411754,-0.014161398133893943,-0.03841458597378944
-0.20139391298978904,-0.12738683701335463,-0.0038503007495138686,0.0004320622218223491,-0.02547708603349852
-0.21786080933744456,-0.16006652875532046,-0.06139421653849064,-0.023795622882827328,-0.012979165446369567
-0.14104283828562103,-0.12451159215662866,-0.0495071177632922,-0.011357262078259822,-0.02340208452855652
-0.2896053863463699,-0.2019757229049235,-0.07582037674827014,-0.04386027262005543,-0.030768748579285132
0.3373615915526429,-0.014126090162713822,-0.19721926704412418,0.011779289654811897,-0.002562501451852661
-0.14760477406305372,-0.08092098174983797,0.007728271294982214,0.0038997725919809323,-0.006731251144587169
-0.27135477925051,-0.2486572128690634,-0.1744230049047335,-0.07173059711190755,-0.01427291040477785
-0.23159905698832972,-0.14576617297528127,0.006482414333164321,0.021085020086131223,-0.007645836457448318
0.1717154268679355,0.22912557241818732,0.24142217037201874,0.11248532003800271,0.03912707543411997
